budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
50000000,http://www.exitwounds.net/,10877,"corruption, scandal, shadowing, police",en,Exit Wounds,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,"Village Roadshow Pictures, NPV Entertainment, Warner Bros.","Canada, United States of America",2001-03-13,79958599,101.0,Italiano,Released,This Is Gonna Hurt,Exit Wounds,5.3,110,"['Action', ' Crime', ' Thriller']",2001,2000
34000000,http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,202575,"magic, 3d",en,The House of Magic,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",12.867326,"StudioCanal, nWave Pictures, Illuminata Pictures, Shout! Factory","Belgium, United States of America",2013-12-24,0,85.0,"Deutsch, Français, English",Released,One lost little cat. One magical adventure.,Thunder and the House of Magic,6.3,121,"['Family', ' Fantasy', ' Animation', ' Adventure']",2013,2010
30000000,http://www.darkesthourmovie.com/,71469,"alien invasion, american abroad, moscow, unlikely heroes, failed business",en,The Darkest Hour,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,"Summit Entertainment, Regency Enterprises, Bazelevs Production, The Jacobson Company, New Regency Pictures","United States of America, Russia",2011-12-22,64626786,89.0,English,Released,Survive The Holidays,The Darkest Hour,4.8,469,"['Horror', ' Action', ' Thriller', ' Science Fiction']",2011,2010
33000000,http://marvel.com/movies/movie/5/the_punisher,7220,"chain, submachine gun, undercover, smuggling, twin brother, marvel comic, one man army, massacre, extreme violence, family reunion, pier",en,The Punisher,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",35.099611,"Lions Gate Films, VIP 3 Medienfonds, Valhalla Motion Pictures, Marvel Enterprises, VIP 2 Medienfonds","Germany, United States of America",2004-04-15,54700105,124.0,English,Released,"There is no justice, there is only revenge.",The Punisher,6.1,766,"['Action', ' Crime', ' Drama']",2004,2000
30000000,http://www.safethefilm.com/,72387,broken trachea,en,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,"Lawrence Bender Productions, IM Global, Automatik Entertainment, Trigger Street Productions, 87Eleven",United States of America,2012-04-16,40346186,94.0,"English, 普通话, Pусский",Released,She has the code. He is the key.,Safe,6.3,799,"['Action', ' Crime', ' Thriller']",2012,2010
32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,"rebel, brother sister relationship, emperor, space battle, matter of life and death, spaceship, death star, jabba the hutt, ewoks, jedi, space opera",en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",46.509071,"Lucasfilm, Twentieth Century Fox Film Corporation",United States of America,1983-05-23,572700000,135.0,English,Released,The Empire Falls...,Return of the Jedi,7.9,4665,"['Adventure', ' Action', ' Science Fiction']",1983,1980
35000000,http://www.wanderlust-movie.com/Wanderlust/home.html,50647,"hippie, commune, nudism, nude protest, aftercreditsstinger, duringcreditsstinger",en,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,"Relativity Media, Apatow Productions, A Hot Dog",United States of America,2012-02-23,24159934,98.0,English,Released,Leave your baggage behind,Wanderlust,5.3,394,['Comedy'],2012,2010
32000000,http://www.nacholibre.com/,9353,"nun, sport, orphanage, ordensbruder, ringer, money",en,Nacho Libre,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,"Paramount Pictures, Nickelodeon Movies, Black & White Productions",United States of America,2006-06-16,80197993,92.0,"Español, English",Released,He's not lean. He's not mean. He's nacho average hero.,Nacho Libre,5.6,359,"['Comedy', ' Family']",2006,2000
32500000,http://www.bridesmaidsmovie.com/,55721,"competition, jealousy, fight, materialism, bridesmaid, female friendship, fear of commitment, wealth, mother daughter relationship, wedding party, sexual humor, best friend, maid of honor, drunk, wedding dress, group of friends, casual sex, vanity, girl fight, missing woman, out of control",en,Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.107065,"Universal Pictures, Relativity Media, Apatow Productions",United States of America,2011-04-28,288383523,125.0,English,Released,Save the date,Bridesmaids,6.5,1661,"['Comedy', ' Romance']",2011,2010
32000000,http://www.thisistheend.com/,109414,"rape, monster, panic, friendship, celebrity, satire, party, possession, dark comedy, end of the world, apocalypse, drug, demon, self-referential, actor",en,This Is the End,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",38.21708,"Columbia Pictures, Mandate Pictures, Sony Pictures Entertainment (SPE), Point Grey Pictures",United States of America,2013-06-12,126041322,107.0,English,Released,Nothing ruins a party like the end of the world.,This Is the End,6.3,2359,"['Action', ' Comedy']",2013,2010
32000000,http://www.whoarethetakers.com/,22907,heist,en,Takers,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",18.47242,Rainforest Films,United States of America,2010-08-26,69055695,107.0,English,Released,Who's Taking Who?,Takers,6.0,394,"['Action', ' Crime', ' Drama', ' Thriller']",2010,2010
32000000,http://www.bigmommaslikefatherlikeson.com/,38322,"undercover, fbi, sequel, comedy, disguise, fbi agent, impersonation, duringcreditsstinger",en,"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",15.901137,"Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, The Collective Studios, Runteldat Entertainment, Friendly Films (II), Friendly Films Productions",United States of America,2011-02-16,83615414,107.0,English,Released,Momma's got back-up.,"Big Mommas: Like Father, Like Son",5.3,313,"['Crime', ' Comedy', ' Action']",2011,2010
32000000,http://www.enterthesourcecode.com/,45612,"bomb, identity, fantasy, bomber, suspicion, time travel, investigation, surrealism, soldier, helicopter pilot",en,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",59.19888,"The Mark Gordon Company, Vendome Pictures","Canada, United States of America",2011-03-30,147332697,93.0,English,Released,Make Every Second Count,Source Code,7.1,2699,"['Thriller', ' Science Fiction', ' Mystery']",2011,2010
30000000,http://wwws.warnerbros.de/number23/,3594,"suicide, based on novel, hotel room, obsession, sadomasochism, psychological thriller, killer, family, numbers",en,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",23.197408,"New Line Cinema, Contrafilm, Firm Films","Germany, United States of America",2007-02-23,77566815,101.0,English,Released,First it takes hold of your mind...then it takes hold of your life.,The Number 23,6.3,1018,"['Thriller', ' Drama', ' Mystery']",2007,2000
32000000,http://www.repomenarecoming.com/,31867,"dystopia, evil corporation, repo man, aftercreditsstinger",en,Repo Men,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",25.799697,"Universal Pictures, Stuber Productions, Dentsu, Relativity Media","Canada, United States of America",2010-03-18,18409891,111.0,English,Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,6.2,620,"['Action', ' Science Fiction', ' Thriller', ' Crime']",2010,2010
32000000,http://www.the-good-german.de,182,"berlin, corruption, nazi background, love of one's life, chauffeur, black market, missile, postwar period, war correspondent, allied, truth, murder, humanity",en,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.347936,"Warner Bros., Section Eight Productions, Sunset Gower Studios",United States of America,2006-12-08,5914908,108.0,"English, Deutsch, 普通话, Pусский",Released,"If war is Hell, then what comes after?",The Good German,5.9,86,"['War', ' Crime', ' Drama', ' Mystery', ' Romance', ' Thriller']",2006,2000
31500000,http://www.apocalypsenow.com,28,"guerrilla, river, vietnam, vietcong, cambodia, army, insanity, tribe, green beret, jungle, apocalypse, death, napalm",en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,"United Artists, Zoetrope Studios",United States of America,1979-08-15,89460381,153.0,", English, Français, Tiếng Việt",Released,This is the end...,Apocalypse Now,8.0,2055,"['Drama', ' War']",1979,1970
32000000,http://going-the-distance.warnerbros.com/,38073,"male nudity, sex, san francisco, waitress, newspaper, bar, nudity, airplane, male female relationship, writer, new york city, masturbation, phone sex, text messaging, intern, long distance relationship, woman director, record company, skype",en,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",13.611544,"New Line Cinema, Offspring Entertainment",United States of America,2010-09-01,42045846,102.0,English,Released,A comedy about meeting each other halfway.,Going the Distance,6.0,262,"['Comedy', ' Drama', ' Romance']",2010,2010
34000000,http://www.mgm.com/view/movie/1292/Moonraker/,698,"venice, mass murder, space marine, space suit, marcus square, space battle, secret base, utopia, space travel, boat chase, astronaut, lasers, british secret service, weightlessness",en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,29.887404,"United Artists, Eon Productions","France, United Kingdom, United States of America",1979-06-26,210308099,126.0,"English, Italiano",Released,Outer space now belongs to 007.,Moonraker,5.9,541,"['Action', ' Adventure', ' Thriller', ' Science Fiction']",1979,1970
31000000,http://www.extraordinarymeasuresthemovie.com,27569,,en,Extraordinary Measures,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.487344,"Double Feature Films, CBS Films",United States of America,2010-01-21,15134293,105.0,English,Released,Don't hope for a miracle. Make one.,Extraordinary Measures,6.0,89,['Drama'],2010,2010
30000000,http://movies.disney.com/remember-the-titans,10637,"ku klux klan, american football, trainer, sports team, race politics, coaction, apartheid, sport, high school, racial segregation, racist, based on true story, american football player, xenophobia, head coach",en,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",25.996219,"Walt Disney Pictures, Jerry Bruckheimer Films, Technical Black, Run It Up Productions Inc.",United States of America,2000-09-29,136706683,113.0,English,Released,History is written by the winners.,Remember the Titans,7.4,821,['Drama'],2000,2000
30000000,http://www.paramount.com/movies/hunt-red-october,1669,"submarine, cold war, russian, defection, jack ryan",en,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",46.212155,"Paramount Pictures, Nina Saxon Film Design, Mace Neufeld Productions",United States of America,1990-03-02,199200000,134.0,"English, Pусский",Released,Invisible. Silent. Stolen.,The Hunt for Red October,7.2,957,"['Action', ' Adventure', ' Thriller']",1990,1990
33000000,http://www.sevenmovie.com/,807,"self-fulfilling prophecy, detective, s.w.a.t., drug dealer, evisceration, lust and impulsiveness, rage and hate, pride and vanity, immoderateness, insomnia, investigation, pension, police, serial killer",en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",79.579532,"New Line Cinema, Juno Pix, Cecchi Gori Pictures",United States of America,1995-09-22,327311859,127.0,English,Released,Seven deadly sins. Seven ways to die.,Se7en,8.1,5765,"['Crime', ' Mystery', ' Thriller']",1995,1990
30000000,http://www.d-9.com/,17654,"slum, street gang, mutation, south africa, johannesburg, dystopia, genetics, government, satire, alien, prawn, mockumentary, alternate history, racism, metamorphosis, xenophobia, internment camp, body transformation, alien technology, segregation",en,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",63.13678,"WingNut Films, TriStar Pictures, Key Creatives, Block / Hanson, Canadian Film or Video Production Tax Credit (CPTC), The Department of Trade and Industry of South Africa, QED International, Province of British Columbia Production Services Tax Credit, District 9, New Zealand Post Digital and Visual Effects Grant","United States of America, New Zealand, Canada, South Africa",2009-08-05,210819611,112.0,"Afrikaans, , , , isiZulu, English",Released,You are not welcome here.,District 9,7.3,3382,['Science Fiction'],2009,2000
30000000,http://www.milliondollarbaby-derfilm.de/,70,"transporter, suicide attempt, strong woman, boxer, dying and death, stroke of fate, training, advancement, sport, female protagonist, boxing trainer, determination",en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",70.456012,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, Warner Bros., Albert S. Ruddy Productions",United States of America,2004-12-15,216763646,132.0,"English, Gaeilge",Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439,['Drama'],2004,2000
29000000,http://www.newline.com/properties/notebookthe.html,11036,"poem, river, sadness, fight, love of one's life, dementia, class, secret love, tears, candle, mailbox",en,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",55.109138,New Line Cinema,United States of America,2004-06-25,115603229,123.0,English,Released,Behind every great love is a great story.,The Notebook,7.7,3067,"['Romance', ' Drama']",2004,2000
30000000,http://www.27dressesthemovie.com/,6557,"lovesickness, newspaper, bar, sister sister relationship, new love, wedding planer, witness, bride, bridesmaid, sister, music, romantic comedy, sibling rivalry, reporter, wedding, woman director",en,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,30.695228,"Spyglass Entertainment, Fox 2000 Pictures, Dune Entertainment III",United States of America,2008-01-10,160259319,111.0,English,Released,She's about to find the perfect fit.,27 Dresses,6.1,978,"['Comedy', ' Romance']",2008,2000
35000000,http://disney.go.com/disneypictures/hannahmontanamovie/,18126,"double life, pop star, musical, tennessee, teenage girl, teen movie, teenager, hometown, famous",en,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",13.788422,"Walt Disney Pictures, It's a Laugh Productions, Millar Gough Ink",United States of America,2009-04-10,155545279,102.0,English,Released,She has the best of both worlds...now she has to choose just one.,Hannah Montana: The Movie,6.0,449,"['Comedy', ' Drama', ' Family', ' Music', ' Romance']",2009,2000
25000000,http://www.theupintheairmovie.com/,22947,"suitcase, business, omaha, on the road, downsizing, cross country, duringcreditsstinger",en,Up in the Air,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",33.704181,"Paramount Pictures, Rickshaw Productions, Cold Spring Pictures, Montecito Picture Company, The, DW Studios, Right of Way Films",United States of America,2009-09-05,163670000,109.0,English,Released,The story of a man ready to make a connection.,Up in the Air,6.7,1205,"['Drama', ' Romance']",2009,2000
30000000,http://loopermovie.com/,59967,"suicide, assassin, drug addiction, future, time travel, dystopia, retirement, boy, murder, organized crime, tragedy, execution, violence, criminal, drug addict, contract killer, neo-noir",en,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",46.377628,"Endgame Entertainment, FilmDistrict, DMG Entertainment, Ram Bergman Productions","China, United States of America",2012-09-26,47042000,118.0,English,Released,"Hunted By Your Future, Haunted By Your Past",Looper,6.6,4697,"['Action', ' Thriller', ' Science Fiction']",2012,2010
30000000,http://www.forgettingsarahmarshall.com/,9870,"hawaii, one-night stand, beauty",en,Forgetting Sarah Marshall,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",50.670253,"Universal Pictures, Apatow Productions",United States of America,2008-04-17,105173115,111.0,"English, 日本語, Deutsch",Released,"You lose some, you get some.",Forgetting Sarah Marshall,6.4,1172,"['Comedy', ' Romance', ' Drama']",2008,2000
45000000,http://fourbrothersmovie.com,8292,"brother brother relationship, robbery, arbitrary law, adoptive mother, revenge, murder, violence, detroit, duringcreditsstinger, interracial adoption",en,Four Brothers,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,24.694551,"Paramount Pictures, Di Bonaventura Pictures",United States of America,2005-08-11,92374674,109.0,"Español, English",Released,They came home to bury mom... and her killer,Four Brothers,6.7,607,"['Action', ' Crime']",2005,2000
30000000,http://www.babymamamovie.net/,8780,"pregnancy and birth, surrogate mother",en,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",11.409124,"Relativity Media, Michaels-Goldwyn",United States of America,2008-04-23,63833449,99.0,English,Released,Would you put your eggs...in this basket?,Baby Mama,5.8,205,['Comedy'],2008,2000
30000000,http://www.bridewars.com,10521,"bride, friendship, engagement, rivalry, wedding, family feud",en,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,33.385429,"Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Dune Entertainment III, New Regency Pictures, Sunrise Entertainment (II), Biride Productions",United States of America,2009-01-09,114663461,89.0,English,Released,May the best bride win,Bride Wars,5.9,856,['Comedy'],2009,2000
30000000,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,707,"paris, london england, france, england, san francisco, horse race, fire, helicopter, drug abuse, terrorist, secret identity, firemen, fire engine, villain, ascot, silicon valley, zeppelin, earthquake, snowboarding, microchip, doping, racehorse, flooding, pipeline, snow, british secret service, skiing",en,A View to a Kill,A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.,27.230493,Eon Productions,"France, Iceland, United Kingdom, United States of America",1985-05-24,152427960,131.0,English,Released,Has James Bond finally met his match?,A View to a Kill,6.0,506,"['Adventure', ' Action', ' Thriller']",1985,1980
30000000,http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit,533,"competition, garden, vegetable, stop motion, animation, contest, dog, rabbit, pest control, giant vegetable, wallace & gromit",en,The Curse of the Were-Rabbit,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",30.380747,"Aardman Animations, DreamWorks Animation","United Kingdom, United States of America",2005-09-04,192452832,85.0,English,Released,Something bunny is going on...,The Curse of the Were-Rabbit,6.8,643,"['Adventure', ' Animation', ' Comedy', ' Family']",2005,2000
30000000,http://www.letterstojuliet-movie.com/,37056,"italy, letter, romantic comedy, american abroad, boyfriend girlfriend, italian stereotype, verona italy, quest",en,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",16.52083,"Summit Entertainment, Applehead Pictures",United States of America,2010-05-14,0,105.0,"English, Italiano, Español",Released,What if you had a second chance to find true love?,Letters to Juliet,6.6,796,"['Comedy', ' Drama', ' Romance']",2010,2010
30000000,http://www.threestooges.com/movie/index.htm,76489,duringcreditsstinger,en,The Three Stooges,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",14.585968,Wessler Entertainment,United States of America,2012-04-13,54819301,92.0,English,Released,Just Say Moe.,The Three Stooges,4.9,140,['Comedy'],2012,2010
40000000,http://corpsebridemovie.warnerbros.com/,3933,"shyness, england, cheating, old town, grave, skeleton, musical, marriage, wedding ring, stop motion, animation, money, wedding, corpse, wedding ceremony, parents, dark fantasy, european, ring, piano",en,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",43.571612,"Tim Burton Animation Company, Will Vinton Studios, Warner Bros., Tim Burton Productions, Laika Entertainment, Patalex Productions",United States of America,2005-09-09,117195061,77.0,English,Released,There's been a grave misunderstanding.,Corpse Bride,7.2,1894,"['Romance', ' Fantasy', ' Animation', ' Music']",2005,2000
30000000,http://www.dragmetohell.net/,16871,"gypsy, work, gore, curse, psychologist, psychic, evil, loan officer, obituary, engagement ring, gypsies",en,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",45.083509,"Universal Pictures, Ghost House Pictures, Mandate Pictures, Buckaroo Entertainment, Curse Productions",United States of America,2009-03-15,90810892,99.0,"English, Español, Magyar, Český",Released,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,6.2,966,"['Horror', ' Thriller']",2009,2000
25000000,http://theageofadalinemovie.com,293863,"san francisco, immortality, love, forever",en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",82.052056,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Sierra/Affinity",United States of America,2015-04-16,65663276,112.0,English,Released,Love is timeless.,The Age of Adaline,7.4,1990,"['Fantasy', ' Drama', ' Romance']",2015,2010
30000000,http://stepupmovie.com/,41233,"musical, duringcreditsstinger, 3d",en,Step Up 3D,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",25.060342,"Summit Entertainment, Touchstone Pictures",United States of America,2010-08-04,159291809,107.0,English,Released,Two Worlds. One Dream.,Step Up 3D,6.6,582,"['Drama', ' Romance']",2010,2010
30000000,http://www.sonypictures.com/homevideo/strangerthanfiction/,1262,"professor, literature, love, romantic comedy, author, fate, death, dying, novelist, publisher, what if",en,Stranger Than Fiction,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.",32.26789,"Mandate Pictures, Three Strange Angels",United States of America,2006-09-09,53653224,113.0,English,Released,Harold Crick isn't ready to go. Period.,Stranger Than Fiction,7.1,721,"['Comedy', ' Drama', ' Fantasy', ' Romance']",2006,2000
30000000,http://www.30daysofnight.com/,4513,"sunrise, winter, vampire, marriage crisis, alaska, based on graphic novel, blizzard, blood lust, polar night",en,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,"Columbia Pictures, Dark Horse Entertainment, Ghost House Pictures, HorrorFlix","New Zealand, United States of America",2007-10-17,75505973,113.0,English,Released,They're Coming!,30 Days of Night,6.2,767,"['Horror', ' Thriller']",2007,2000
