movie_id,name,job,id,title,vote_average,vote_count,budget,revenue
2453,Simon Wincer,Director,2453,Harley Davidson and the Marlboro Man,6.1,82,23000000,7434726
6973,Paul Haggis,Director,6973,In the Valley of Elah,6.6,261,23000000,29541790
11156,Anne Fontaine,Director,11156,Coco Before Chanel,6.6,246,0,0
354110,Jon Cassar,Director,354110,Forsaken,5.8,101,11000000,0
22215,Stephen Frears,Director,22215,Cheri,5.9,56,23000000,9366227
11632,Mira Nair,Director,11632,Vanity Fair,5.5,73,23000000,16123851
30596,Teddy Chan,Director,30596,Bodyguards and Assassins,6.5,57,23000000,5837674
3021,Mikael Håfström,Director,3021,1408,6.5,1343,25000000,94679598
957,Mel Brooks,Director,957,Spaceballs,6.7,902,22700000,38119483
256917,Russell Crowe,Director,256917,The Water Diviner,6.8,431,22500000,15520023
251,Jerry Zucker,Director,251,Ghost,6.9,1339,22000000,505000000
544,Bobby Farrelly,Director,544,There's Something About Mary,6.5,1590,23000000,369884651
544,Peter Farrelly,Director,544,There's Something About Mary,6.5,1590,23000000,369884651
11395,John Pasquin,Director,11395,The Santa Clause,6.3,489,22000000,189833357
14635,John Lee Hancock,Director,14635,The Rookie,6.5,110,20000000,75597042
13680,Andy Fickman,Director,13680,The Game Plan,6.0,428,22000000,147880543
688,Clint Eastwood,Director,688,The Bridges of Madison County,7.3,385,24000000,182016617
11090,Luke Greenfield,Director,11090,The Animal,4.6,304,22000000,84772742
783,Richard Attenborough,Director,783,Gandhi,7.4,716,22000000,77737889
228194,Lasse Hallström,Director,228194,The Hundred-Foot Journey,7.3,508,22000000,88880821
1642,Irwin Winkler,Director,1642,The Net,5.6,354,22000000,110627965
10950,Jessie Nelson,Director,10950,I Am Sam,7.2,530,22000000,92542418
235260,Christopher Spencer,Director,235260,Son of God,5.9,83,22000000,67800064
277,Len Wiseman,Director,277,Underworld,6.6,2512,22000000,95708457
8999,Mikael Håfström,Director,8999,Derailed,6.1,319,22000000,57479076
11323,Steven Soderbergh,Director,11323,The Informant!,6.0,301,22000000,35424826
10445,Richard Attenborough,Director,10445,Shadowlands,6.8,61,22000000,0
11453,Mike Bigelow,Director,11453,Deuce Bigalow: European Gigolo,4.7,225,22000000,22400154
146239,Ken Scott,Director,146239,Delivery Man,6.2,551,26000000,51164106
205588,Susanna White,Director,205588,Our Kind of Traitor,6.0,160,0,9930095
10878,Dennis Dugan,Director,10878,Saving Silverman,5.4,154,22000000,19351569
82650,David Bowers,Director,82650,Diary of a Wimpy Kid: Dog Days,6.0,223,22000000,77112176
10279,Spike Lee,Director,10279,Summer of Sam,6.3,112,0,0
2294,Kevin Smith,Director,2294,Jay and Silent Bob Strike Back,6.4,480,22000000,33788161
2176,Daniel Sackheim,Director,2176,The Glass House,5.4,201,30000000,23619609
270487,Joel Coen,Director,270487,"Hail, Caesar!",5.7,1309,22000000,63647656
270487,Ethan Coen,Director,270487,"Hail, Caesar!",5.7,1309,22000000,63647656
19366,Deborah Kaplan,Director,19366,Josie and the Pussycats,5.3,72,22000000,0
19366,Harry Elfont,Director,19366,Josie and the Pussycats,5.3,72,22000000,0
204082,Gary Fleder,Director,204082,Homefront,6.4,875,22000000,43058898
24100,Uli Edel,Director,24100,The Little Vampire,6.1,77,22000000,13555988
1599,David O. Russell,Director,1599,I Heart Huckabees,6.2,239,22000000,0
5550,Fred Dekker,Director,5550,RoboCop 3,4.2,305,22000000,10696210
30379,Brian Trenchard-Smith,Director,30379,Megiddo: The Omega Code 2,3.6,8,0,0
30379,Paul J. Lombardi,Director,30379,Megiddo: The Omega Code 2,3.6,8,0,0
42586,Blake Edwards,Director,42586,Darling Lili,4.9,8,0,0
17709,Hugh Wilson,Director,17709,Dudley Do-Right,3.8,48,70000000,0
287948,Camille Delamarre,Director,287948,The Transporter Refueled,5.2,559,25000000,72629670
7548,Laurence Dunmore,Director,7548,The Libertine,5.9,128,0,0
9075,Paul Verhoeven,Director,9075,Black Book,7.2,277,21000000,26193068
11661,Christian Carion,Director,11661,Joyeux Noël,7.2,212,22000000,17709155
109513,Dax Shepard,Director,109513,Hit & Run,5.5,224,2000000,14400000
109513,David Palmer,Director,109513,Hit & Run,5.5,224,2000000,14400000
12085,Callie Khouri,Director,12085,Mad Money,5.9,140,0,0
204922,Rowan Joffe,Director,204922,Before I Go to Sleep,6.2,659,22000000,15447154
38985,William Friedkin,Director,38985,Sorcerer,7.4,98,22000000,12000000
44113,John Curran,Director,44113,Stone,5.2,192,22000000,9479718
21494,Laurent Tirard,Director,21494,Moliere,6.7,45,0,0
164457,Scott Cooper,Director,164457,Out of the Furnace,6.5,720,22000000,15400000
4566,Tony Gilroy,Director,4566,Michael Clayton,6.5,501,25000000,92991835
17795,Peter Segal,Director,17795,My Fellow Americans,6.3,46,0,0
1073,Mark Pellington,Director,1073,Arlington Road,7.0,239,21500000,0
153158,Juan José Campanella,Director,153158,Underdogs,6.0,122,22000000,24000000
81836,Woody Allen,Director,81836,To Rome with Love,5.6,546,17000000,73244881
10724,Clint Eastwood,Director,10724,Firefox,5.5,139,18000000,70687344
9473,Trey Parker,Director,9473,"South Park: Bigger, Longer & Uncut",7.1,893,21000000,0
2196,Frank Oz,Director,2196,Death at a Funeral,6.9,497,9000000,46
1499,Stuart Gillard,Director,1499,Teenage Mutant Ninja Turtles III,5.1,184,21000000,42000000
20857,Brian Robbins,Director,20857,Hardball,6.3,123,32000000,40222729
82693,David O. Russell,Director,82693,Silver Linings Playbook,6.9,4742,21000000,205738714
1646,Richard LaGravenese,Director,1646,Freedom Writers,7.5,356,21000000,41170784
44944,Tyler Perry,Director,44944,For Colored Girls,7.0,22,0,37000000
4108,Louis Leterrier,Director,4108,The Transporter,6.6,1692,21000000,43928932
4108,Corey Yuen Kwai,Director,4108,The Transporter,6.6,1692,21000000,43928932
8456,Jeff Wadlow,Director,8456,Never Back Down,6.4,497,20000000,41627431
7341,Katt Shea,Director,7341,The Rage: Carrie 2,5.1,76,21000000,17762705
19255,Sam Mendes,Director,19255,Away We Go,6.7,189,17000000,14899417
10187,Joshua Michael Stern,Director,10187,Swing Vote,5.8,65,21000000,17600000
31005,Brad Silberling,Director,31005,Moonlight Mile,6.5,52,21000000,10011050
49517,Tomas Alfredson,Director,49517,Tinker Tailor Soldier Spy,6.6,840,30000000,0
44857,John Duigan,Director,44857,Molly,5.5,14,0,0
50780,Jodie Foster,Director,50780,The Beaver,6.3,276,21000000,970816
16363,Colin Higgins,Director,16363,The Best Little Whorehouse in Texas,5.9,41,35000000,69701637
1946,David Cronenberg,Director,1946,eXistenZ,6.7,475,15000000,2856712
85,Steven Spielberg,Director,85,Raiders of the Lost Ark,7.7,3854,18000000,389925971
772,Chris Columbus,Director,772,Home Alone 2: Lost in New York,6.3,2395,18000000,358991681
840,Steven Spielberg,Director,840,Close Encounters of the Third Kind,7.2,1098,20000000,303788635
9682,Jim Sonzero,Director,9682,Pulse,5.0,150,38000000,29907685
96,Tony Scott,Director,96,Beverly Hills Cop II,6.1,613,20000000,299965036
10678,Adam Shankman,Director,10678,Bringing Down the House,5.4,183,20000000,132675402
274,Jonathan Demme,Director,274,The Silence of the Lambs,8.1,4443,19000000,272742922
8872,Penelope Spheeris,Director,8872,Wayne's World,6.5,728,20000000,121697323
16290,Jeff Tremaine,Director,16290,Jackass 3D,6.4,428,20000000,117224271
579,Jeannot Szwarc,Director,579,Jaws 2,5.9,406,20000000,187884007
14405,Raja Gosnell,Director,14405,Beverly Hills Chihuahua,4.9,209,20000000,149281606
138843,James Wan,Director,138843,The Conjuring,7.4,3092,13000000,318000141
11637,Brian Levant,Director,11637,Are We There Yet?,5.2,221,32000000,97918663
226486,Ben Falcone,Director,226486,Tammy,5.0,500,20000000,100525432
1584,Richard Linklater,Director,1584,School of Rock,6.7,1414,35000000,131282949
9312,Paul W.S. Anderson,Director,9312,Mortal Kombat,5.4,442,18000000,122195920
12153,Keenen Ivory Wayans,Director,12153,White Chicks,6.3,679,37000000,113086475
65057,Alexander Payne,Director,65057,The Descendants,6.7,934,20000000,177243185
8326,Andrew Davis,Director,8326,Holes,6.7,383,20000000,0
35690,Julie Anne Robinson,Director,35690,The Last Song,6.9,923,0,0
76203,Steve McQueen,Director,76203,12 Years a Slave,7.9,3674,20000000,187000000
13497,Charles Stone III,Director,13497,Drumline,6.2,116,20000000,57588485
35688,Tyler Perry,Director,35688,Why Did I Get Married Too?,6.1,29,20000000,60072596
162,Tim Burton,Director,162,Edward Scissorhands,7.5,3601,20000000,53000000
296096,Thea Sharrock,Director,296096,Me Before You,7.6,2562,20000000,207945075
103370,Tyler Perry,Director,103370,Madea's Witness Protection,5.9,52,0,0
1051,William Friedkin,Director,1051,The French Connection,7.4,422,1800000,41158757
376659,Jon Lucas,Director,376659,Bad Moms,6.3,1252,20000000,183936074
376659,Scott Moore,Director,376659,Bad Moms,6.3,1252,20000000,183936074
10073,Jason Friedberg,Director,10073,Date Movie,3.6,222,20000000,48548426
10073,Aaron Seltzer,Director,10073,Date Movie,3.6,222,20000000,48548426
16690,Robin Budd,Director,16690,Return to Never Land,6.1,290,20000000,109862682
16690,Donovan Cook,Director,16690,Return to Never Land,6.1,290,20000000,109862682
273895,Ava DuVernay,Director,273895,Selma,7.4,817,20000000,66787908
14873,Steve Trenbirth,Director,14873,The Jungle Book 2,5.6,269,20000000,135680000
8968,Stephen T. Kay,Director,8968,Boogeyman,4.6,191,20000000,67192859
9963,Mennan Yapo,Director,9963,Premonition,5.8,381,20000000,84146832
15655,Jun Falkenstein,Director,15655,The Tigger Movie,6.3,143,30000000,45554533
21208,Jaume Collet-Serra,Director,21208,Orphan,6.7,1261,20000000,41596251
272878,Boaz Yakin,Director,272878,Max,6.8,276,20000000,43967255
9760,Jason Friedberg,Director,9760,Epic Movie,3.2,326,20000000,86865564
9760,Aaron Seltzer,Director,9760,Epic Movie,3.2,326,20000000,86865564
314365,Tom McCarthy,Director,314365,Spotlight,7.8,2686,20000000,88346473
13279,Neil LaBute,Director,13279,Lakeview Terrace,5.9,292,20000000,27640028
1975,Takashi Shimizu,Director,1975,The Grudge 2,5.2,283,20000000,39143839
33644,Kevin Rodney Sullivan,Director,33644,How Stella Got Her Groove Back,6.0,24,20000000,37672350
1649,Peter Hewitt,Director,1649,Bill & Ted's Bogus Journey,5.9,308,0,0
9895,Barry Levinson,Director,9895,Man of the Year,5.8,129,20000000,41237648
9570,Gary Nelson,Director,9570,The Black Hole,6.1,131,20000000,35841901
27579,Anton Corbijn,Director,27579,The American,5.8,481,20000000,65464324
16052,Gregory Nava,Director,16052,Selena,7.0,114,20000000,60000000
40264,Jason Friedberg,Director,40264,Vampires Suck,4.2,315,20000000,80547866
40264,Aaron Seltzer,Director,40264,Vampires Suck,4.2,315,20000000,80547866
1164,Alejandro González Iñárritu,Director,1164,Babel,6.9,1055,25000000,135330182
239678,Shawn Levy,Director,239678,This Is Where I Leave You,6.5,505,19800000,41296320
14359,John Patrick Shanley,Director,14359,Doubt,7.0,435,20000000,50907234
3989,Trey Parker,Director,3989,Team America: World Police,6.6,660,32000000,50907422
76617,John Luessenhop,Director,76617,Texas Chainsaw 3D,5.3,465,20000000,47241945
1710,Jon Amiel,Director,1710,Copycat,6.4,194,0,0
4258,Malcolm D. Lee,Director,4258,Scary Movie 5,4.6,793,20000000,78378744
20391,Joshua Logan,Director,20391,Paint Your Wagon,6.2,63,20000000,31678778
10139,Gus Van Sant,Director,10139,Milk,7.1,612,20000000,54586584
335778,Kevin Reynolds,Director,335778,Risen,5.7,295,20000000,46069568
9645,Steve Beck,Director,9645,Ghost Ship,5.3,531,35000000,68349884
55465,Todd Strauss-Schulson,Director,55465,A Very Harold & Kumar Christmas,6.0,328,19000000,35387212
617,John McNaughton,Director,617,Wild Things,6.3,444,20000000,67200000
19904,Nelson McCormick,Director,19904,The Stepfather,5.4,167,0,0
48289,John Madden,Director,48289,The Debt,6.3,257,20000000,45636368
243,Stephen Frears,Director,243,High Fidelity,7.0,628,30000000,47126295
6933,Eric Valette,Director,6933,One Missed Call,4.7,171,20000000,0
17182,John Schlesinger,Director,17182,Eye for an Eye,5.8,63,20000000,0
8848,Roger Donaldson,Director,8848,The Bank Job,6.6,697,20000000,64822796
38,Michel Gondry,Director,38,Eternal Sunshine of the Spotless Mind,7.9,3652,20000000,72258126
38303,Andy Fickman,Director,38303,You Again,6.0,368,20000000,32005248
1266,David Ayer,Director,1266,Street Kings,6.3,363,20000000,65569869
107985,Edgar Wright,Director,107985,The World's End,6.7,1778,20000000,46089287
14043,Andrew Fleming,Director,14043,Nancy Drew,5.8,143,0,0
19901,Michael Spierig,Director,19901,Daybreakers,6.0,634,20000000,51416464
19901,Peter Spierig,Director,19901,Daybreakers,6.0,634,20000000,51416464
34016,Jim Field Smith,Director,34016,She's Out of My League,5.9,525,20000000,49779728
59860,Thomas Bezucha,Director,59860,Monte Carlo,6.0,593,20000000,17425000
10069,William Brent Bell,Director,10069,Stay Alive,5.3,155,9000000,27105095
9588,Simon Wincer,Director,9588,Quigley Down Under,6.5,119,0,0
12819,Ben Gluck,Director,12819,Alpha and Omega,5.3,124,20000000,39300000
12819,Anthony Bell,Director,12819,Alpha and Omega,5.3,124,20000000,39300000
9954,Renny Harlin,Director,9954,The Covenant,5.2,288,20000000,37597471
10115,Jessica Bendinger,Director,10115,Stick It,6.3,148,0,0
25132,Robert Rodriguez,Director,25132,Shorts,5.1,44,40000000,28972508
577,Gus Van Sant,Director,577,To Die For,6.7,175,20000000,21284514
328387,Henry Joost,Director,328387,Nerve,7.1,2181,20000000,83707310
328387,Ariel Schulman,Director,328387,Nerve,7.1,2181,20000000,83707310
12690,Ed Harris,Director,12690,Appaloosa,6.3,299,20000000,20211394
9945,John Carpenter,Director,9945,Vampires,5.8,255,20000000,0
539,Alfred Hitchcock,Director,539,Psycho,8.2,2320,806948,32000000
13596,Howard Deutch,Director,13596,My Best Friend's Girl,5.4,220,20000000,36620508
226857,Shana Feste,Director,226857,Endless Love,6.7,542,20000000,34077920
13159,Garry Marshall,Director,13159,Georgia Rule,5.6,130,20000000,0
47941,Steve Rash,Director,47941,Under the Rainbow,4.9,7,20000000,2297493
526,Richard Donner,Director,526,Ladyhawke,6.8,260,20000000,18432000
22796,Mark Steven Johnson,Director,22796,Simon Birch,6.5,52,20000000,18253415
2355,Mike Binder,Director,2355,Reign Over Me,7.1,334,20000000,22222308
5915,Sean Penn,Director,5915,Into the Wild,7.8,3045,15000000,56255142
9842,Todd Phillips,Director,9842,School for Scoundrels,5.6,111,20000000,17807569
61012,Michael J. Bassett,Director,61012,Silent Hill: Revelation 3D,5.0,432,20000000,52302796
755,Robert Rodriguez,Director,755,From Dusk Till Dawn,6.9,1603,19000000,25836616
13682,Frank Nissen,Director,13682,Pooh's Heffalump Movie,6.4,88,0,0
9089,Jodie Foster,Director,9089,Home for the Holidays,6.3,39,0,17519169
9470,Stephen Chow,Director,9470,Kung Fu Hustle,7.2,831,20000000,100914445
18357,Peter Hastings,Director,18357,The Country Bears,4.3,20,35000000,0
7979,Marc Forster,Director,7979,The Kite Runner,7.3,394,20000000,73276047
470,Alejandro González Iñárritu,Director,470,21 Grams,7.2,918,20000000,60427839
15644,Paul Abascal,Director,15644,Paparazzi,5.8,52,20000000,16605763
9582,Chris Koch,Director,9582,A Guy Thing,5.3,83,20000000,17432163
10642,Amy Heckerling,Director,10642,Loser,5.0,120,0,0
22074,Michael Moore,Director,22074,Capitalism: A Love Story,7.0,167,20000000,17436509
2428,George Stevens,Director,2428,The Greatest Story Ever Told,6.5,41,20000000,15473333
290751,Billy Ray,Director,290751,Secret in Their Eyes,6.2,336,19500000,34854990
13805,Jason Friedberg,Director,13805,Disaster Movie,3.0,240,25000000,14109284
13805,Aaron Seltzer,Director,13805,Disaster Movie,3.0,240,25000000,14109284
4597,Nimród Antal,Director,4597,Armored,5.5,208,20000000,22942221
9414,Jon Amiel,Director,9414,The Man Who Knew Too Little,6.5,125,20000000,13801755
63492,Mark Mylod,Director,63492,What's Your Number?,6.2,671,20000000,30426096
81796,Stephen St. Leger,Director,81796,Lockout,5.8,715,20000000,32204030
81796,James Mather,Director,81796,Lockout,5.8,715,20000000,32204030
10710,Barry Levinson,Director,10710,Envy,4.8,139,40000000,0
15092,Brian Taylor,Director,15092,Crank: High Voltage,5.9,861,20000000,34560577
15092,Mark Neveldine,Director,15092,Crank: High Voltage,5.9,861,20000000,34560577
11382,Woody Allen,Director,11382,Bullets Over Broadway,7.0,130,0,0
15005,Michael O. Sajbel,Director,15005,One Night with the King,6.1,12,20000000,13391174
8198,Phillip Noyce,Director,8198,The Quiet American,6.4,81,30000000,27674124
6963,Gore Verbinski,Director,6963,The Weather Man,6.0,289,20000000,12482775
15070,Walter Hill,Director,15070,Undisputed,6.1,139,20000000,12398628
12797,David Koepp,Director,12797,Ghost Town,6.4,286,0,0
17134,Renny Harlin,Director,17134,12 Rounds,5.7,220,20000000,17280326
41402,Matt Reeves,Director,41402,Let Me In,6.7,641,20000000,24145613
18885,Charles T. Kanganis,Director,18885,3 Ninjas Kick Back,4.5,48,0,0
4953,Michel Gondry,Director,4953,Be Kind Rewind,6.2,424,0,0
10773,Stephen Frears,Director,10773,Mrs Henderson Presents,6.4,62,0,0
146198,John Hillcoat,Director,146198,Triple 9,5.6,797,20000000,12639297
2639,Woody Allen,Director,2639,Deconstructing Harry,7.3,187,20000000,10686841
10563,Damon Santostefano,Director,10563,Three to Tango,5.4,62,20000000,0
295964,John Wells,Director,295964,Burnt,6.3,950,20000000,36606743
5971,Neil Jordan,Director,5971,We're No Angels,5.6,105,20000000,0
9716,Woody Allen,Director,9716,Everyone Says I Love You,6.5,147,20000000,0
11835,James Wan,Director,11835,Death Sentence,6.5,297,20000000,16974459
26171,Kirk Jones,Director,26171,Everybody's Fine,6.5,284,21000000,0
31117,Bob Clark,Director,31117,Superbabies: Baby Geniuses 2,1.9,35,0,9109322
9074,Les Mayfield,Director,9074,The Man,5.4,133,0,12382362
14396,Les Mayfield,Director,14396,Code Name: The Cleaner,4.7,78,20000000,10337477
15673,Michael Lembeck,Director,15673,Connie and Carla,6.4,24,20000000,11341016
42618,Bob Fosse,Director,42618,Sweet Charity,6.5,15,8000000,20000000
171274,Paul Thomas Anderson,Director,171274,Inherent Vice,6.5,833,20000000,11110975
24432,Frank Passingham,Director,24432,Doogal,3.2,18,0,0
24432,Dave Borthwick,Director,24432,Doogal,3.2,18,0,0
24432,Jean Duval,Director,24432,Doogal,3.2,18,0,0
109417,Benson Lee,Director,109417,Battle of the Year,5.9,88,20000000,16549477
13948,David Zucker,Director,13948,An American Carol,4.1,20,20000000,7000000
106747,Robert Rodriguez,Director,106747,Machete Kills,5.3,631,12000000,15008161
10929,Glen Morgan,Director,10929,Willard,5.8,82,22000000,0
14220,Fred Wolf,Director,14220,Strange Wilderness,4.7,69,0,6575282
46435,Mike Leigh,Director,46435,Topsy-Turvy,6.7,41,0,0
256962,Alejandro Monteverde,Director,256962,Little Boy,7.0,185,20000000,6420319
48231,David Cronenberg,Director,48231,A Dangerous Method,6.2,571,15000000,27462041
3509,Richard Linklater,Director,3509,A Scanner Darkly,6.8,532,8700000,7659918
82684,Curtis Hanson,Director,82684,Chasing Mavericks,7.0,216,0,0
82684,Michael Apted,Director,82684,Chasing Mavericks,7.0,216,0,0
12142,Uwe Boll,Director,12142,Alone in the Dark,3.1,173,20000000,10442808
23367,Todd Graff,Director,23367,Bandslam,5.4,126,20000000,5210988
10740,Jonathan Glazer,Director,10740,Birth,5.9,179,20000000,0
241239,J.C. Chandor,Director,241239,A Most Violent Year,6.5,546,20000000,12007070
14582,Paul Gross,Director,14582,Passchendaele,6.3,26,0,0
14914,Marc Abraham,Director,14914,Flash of Genius,6.3,59,0,0
3902,Todd Haynes,Director,3902,I'm Not There.,6.6,195,20000000,4001121
77948,Mabrouk El Mechri,Director,77948,The Cold Light of Day,4.8,271,20000000,16863583
21755,Rian Johnson,Director,21755,The Brothers Bloom,6.8,203,20000000,5530764
4960,Charlie Kaufman,Director,4960,"Synecdoche, New York",7.4,278,21000000,0
128,Hayao Miyazaki,Director,128,Princess Mononoke,8.2,1983,26500000,159375308
14652,Jean-Paul Rappeneau,Director,14652,Bon voyage,5.7,20,0,0
40932,Nancy Walker,Director,40932,Can't Stop the Music,4.9,9,0,0
16608,John Hillcoat,Director,16608,The Proposition,7.1,218,2000000,5048693
334531,Angelo Pizzo,Director,334531,My All American,6.8,36,20000000,0
32316,Richard Benjamin,Director,32316,Marci X,3.3,12,20000000,1675706
7299,Kurt Wimmer,Director,7299,Equilibrium,6.9,1552,20000000,5359645
13405,Roger Spottiswoode,Director,13405,The Children of Huang Shi,6.5,52,40000000,7400000
19457,James Gray,Director,19457,The Yards,6.0,97,0,0
112937,Matthew Diamond,Director,112937,The Oogieloves in the Big Balloon Adventure,2.2,8,0,0
314385,Angelina Jolie,Director,314385,By the Sea,5.4,156,10000000,3727746
8953,Katsuhiro Ōtomo,Director,8953,Steamboy,6.4,102,20000000,0
29078,David Anspaugh,Director,29078,The Game of Their Lives,5.8,14,0,0
46503,Andrew Jarecki,Director,46503,All Good Things,5.9,286,0,0
10448,Kevin Reynolds,Director,10448,Rapa Nui,6.2,33,20000000,305070
13688,Stephen Chow,Director,13688,CJ7,6.1,107,0,47301471
10353,Jean-Marie Poiré,Director,10353,The Visitors II: The Corridors of Time,5.8,221,0,0
43935,Kevin Munroe,Director,43935,Dylan Dog: Dead of Night,4.5,139,20000000,4634062
11458,Daniel Algrant,Director,11458,People I Know,5.5,48,20000000,0
44638,Julie Taymor,Director,44638,The Tempest,6.0,31,20000000,346594
241257,Alejandro Amenábar,Director,241257,Regression,5.3,585,0,17671101
14538,Daniel Lee,Director,14538,Three Kingdoms: Resurrection of the Dragon,6.6,35,0,0
13250,Mike Barker,Director,13250,Butterfly on a Wheel,6.3,130,20000000,0
133931,Wayne Thornley,Director,133931,Zambezia,5.3,68,20000000,0
280871,Gnana Rajasekaran,Director,280871,Ramanujan,5.0,3,0,0
239897,Tom Walsh,Director,239897,Dwegons,0.5,1,0,0
184341,Jonathan Jakubowicz,Director,184341,Hands of Stone,6.1,109,20000000,0
334074,James McTeigue,Director,334074,Survivor,5.4,404,20000000,0
199373,Scott Walker,Director,199373,The Frozen Ground,6.1,465,27220000,5496951
14202,John Curran,Director,14202,The Painted Veil,7.1,312,19400000,0
6968,Uli Edel,Director,6968,The Baader Meinhof Complex,7.1,157,27000000,0
581,Kevin Costner,Director,581,Dances with Wolves,7.6,1046,22000000,424208848
52449,Jake Kasdan,Director,52449,Bad Teacher,5.4,1584,20000000,216197492
12150,Harold Becker,Director,12150,Sea of Love,6.7,141,19000000,110879513
11247,Mark Rosman,Director,11247,A Cinderella Story,6.1,713,19000000,70067909
4232,Wes Craven,Director,4232,Scream,7.0,1476,14000000,173046663
9378,Steve Beck,Director,9378,Thir13en Ghosts,5.4,440,0,0
694,Stanley Kubrick,Director,694,The Shining,8.1,3757,19000000,44017374
105,Robert Zemeckis,Director,105,Back to the Future,8.0,6079,19000000,381109762
11377,William Malone,Director,11377,House on Haunted Hill,5.5,209,19000000,40846082
26367,Tyler Perry,Director,26367,I Can Do Bad All By Myself,6.0,40,0,0
385383,Rob Hawk,Director,385383,Fight Valley,3.9,8,27000000,0
41210,Josh Gordon,Director,41210,The Switch,5.9,583,19000000,49830607
41210,Will Speck,Director,41210,The Switch,5.9,583,19000000,49830607
12090,Shawn Levy,Director,12090,Just Married,5.3,404,18000000,101564935
62630,Lee Tamahori,Director,62630,The Devil's Double,6.5,208,19100000,5728213
16110,Britt Allcroft,Director,16110,Thomas and the Magic Railroad,4.6,8,0,0
29427,Breck Eisner,Director,29427,The Crazies,6.2,633,20000000,54956140
129,Hayao Miyazaki,Director,129,Spirited Away,8.3,3840,15000000,274925095
244114,Alan Yuen,Director,244114,Firestorm,5.9,43,0,0
2669,Roger Donaldson,Director,2669,The Bounty,6.5,108,25000000,8613462
203833,Brian Percival,Director,203833,The Book Thief,7.4,1486,0,76586316
13523,Sean Anders,Director,13523,Sex Drive,6.0,342,19000000,18755936
25195,Anand Tucker,Director,25195,Leap Year,6.4,465,19000000,29922472
17277,Anthony Mann,Director,17277,The Fall of the Roman Empire,6.0,33,19000000,4750000
50725,Michael Dowse,Director,50725,Take Me Home Tonight,6.2,208,19000000,6928068
82631,Daniel Barnz,Director,82631,Won't Back Down,5.8,40,0,5310554
73191,Emile Ardolino,Director,73191,The Nutcracker,5.6,5,19000000,2119994
22479,Robert Altman,Director,22479,Kansas City,6.1,12,18000000,0
340611,James Schamus,Director,340611,Indignation,6.8,69,0,0
10065,Andrew Douglas,Director,10065,The Amityville Horror,6.0,588,19000000,108047131
2757,Spike Jonze,Director,2757,Adaptation.,7.3,638,19000000,32801173
11683,George A. Romero,Director,11683,Land of the Dead,6.0,381,15000000,46770602
244339,Danny Pang,Director,244339,Out of Inferno,5.8,11,0,0
244339,Oxide Pang Chun,Director,244339,Out of Inferno,5.8,11,0,0
1878,Terry Gilliam,Director,1878,Fear and Loathing in Las Vegas,7.2,1301,18500000,10680275
23082,Ricky Gervais,Director,23082,The Invention of Lying,6.0,518,18500000,31912793
23082,Matthew Robinson,Director,23082,The Invention of Lying,6.0,518,18500000,31912793
195589,Nicholas Stoller,Director,195589,Neighbors,6.2,2713,18000000,268157400
854,Chuck Russell,Director,854,The Mask,6.6,2472,23000000,351583407
2280,Penny Marshall,Director,2280,Big,6.9,993,18000000,151668774
496,Larry Charles,Director,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,18000000,261572744
8835,Robert Luketic,Director,8835,Legally Blonde,6.1,882,18000000,141774679
157,Leonard Nimoy,Director,157,Star Trek III: The Search for Spock,6.4,434,18000000,87000000
8643,Scott Derrickson,Director,8643,The Exorcism of Emily Rose,6.3,659,19000000,144216468
10402,Mike Mitchell,Director,10402,Deuce Bigalow: Male Gigolo,5.5,308,17000000,65535067
218043,Vic Armstrong,Director,218043,Left Behind,3.7,392,16000000,19682924
9043,Thomas Bezucha,Director,9043,The Family Stone,6.2,249,0,0
21301,Kevin Rodney Sullivan,Director,21301,Barbershop 2:  Back in Business,5.6,74,18000000,65070412
10147,Terry Zwigoff,Director,10147,Bad Santa,6.5,656,23000000,76488889
816,Jay Roach,Director,816,Austin Powers: International Man of Mystery,6.5,1013,16500000,67683989
302688,Kirk Jones,Director,302688,My Big Fat Greek Wedding 2,5.5,322,18000000,88923251
60307,David Bowers,Director,60307,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,21000000,72417394
106,John McTiernan,Director,106,Predator,7.3,2093,18000000,98235548
279,Miloš Forman,Director,279,Amadeus,7.8,1076,18000000,51973029
8617,Nelson McCormick,Director,8617,Prom Night,4.8,167,0,14796236
10625,Mark Waters,Director,10625,Mean Girls,6.9,2320,17000000,129042871
10934,Audrey Wells,Director,10934,Under the Tuscan Sun,6.4,172,0,0
5279,Robert Altman,Director,5279,Gosford Park,6.8,246,19800000,87754044
10013,Francis Ford Coppola,Director,10013,Peggy Sue Got Married,5.9,136,18000000,41382841
194662,Alejandro González Iñárritu,Director,194662,Birdman,7.4,4535,18000000,103215094
160588,Woody Allen,Director,160588,Blue Jasmine,7.0,1098,18000000,99206215
9829,Paul Greengrass,Director,9829,United 93,6.9,367,15000000,76286096
10028,Bille Woodruff,Director,10028,Honey,6.0,303,18000000,62646763
10535,Rick Friedberg,Director,10535,Spy Hard,4.9,147,18000000,0
790,John Carpenter,Director,790,The Fog,6.4,311,1000000,21378361
43959,Sean McNamara,Director,43959,Soul Surfer,6.9,342,18000000,47088990
10364,Mike Nichols,Director,10364,Catch-22,6.7,72,18000000,24911670
